ID,adj.P.Val,P.Value,t,B,logFC,GI,Gene.symbol,Gene.title,,,,,,,,,,,,
ILMN_1712035,0.0146112,2.95E-04,-3.76911511,0.23346,-1.59E-01,40795669,TMEM115,transmembrane,protein,115,,,,,,,,,,
ILMN_1876038,0.0115658,1.81E-04,-3.91004532,0.22899,-9.76E-02,7152644,LOC105375512,uncharacterized,LOC105375512,,,,,,,,,,,
ILMN_1863998,0.0116025,1.82E-04,-3.90803336,0.22631,-1.06E-01,51666505,,,,,,,,,,,,,,
ILMN_1677885,0.0145015,2.90E-04,-3.7742107,0.22489,-1.82E-01,751130497,FMO4,flavin,containing,monooxygenase,4,,,,,,,,,
ILMN_1889874,0.0121487,2.06E-04,-3.87224531,0.22477,-9.94E-02,13507349,LINC00557,long,intergenic,non-protein,coding,RNA,557,,,,,,,
ILMN_1805776,0.0115789,1.81E-04,-3.90935247,0.22374,-8.80E-02,NA,,,,,,,,,,,,,,
ILMN_2058141,0.0145015,2.90E-04,3.77406075,0.2237,3.68E-01,148922918,HMGN2,high,mobility,group,nucleosomal,binding,domain,2,,,,,,
ILMN_1799208,0.012764,2.24E-04,3.84918609,0.22261,1.53E-01,427197602,CSGALNACT2,chondroitin,sulfate,N-acetylgalactosaminyltransferase,2,,,,,,,,,
ILMN_1678700,0.0119228,1.98E-04,-3.88337429,0.22224,-9.91E-02,NA,,,,,,,,,,,,,,
ILMN_1809511,0.0129015,2.31E-04,3.84043065,0.21949,1.63E-01,552953865,POLR2M,RNA,polymerase,II,subunit,M,,,,,,,,
ILMN_1815239,0.011833,1.95E-04,3.88865973,0.2151,8.81E-02,NA,,,,,,,,,,,,,,
ILMN_2197846,0.0148536,3.03E-04,3.76170262,0.21388,2.49E-01,105990524,HADHB,hydroxyacyl-CoA,dehydrogenase/3-ketoacyl-CoA,thiolase/enoyl-CoA,hydratase,(trifunctional,"protein),",beta,subunit,,,,,
ILMN_1798819,0.0135679,2.53E-04,-3.81337272,0.21358,-1.03E-01,372626406,DTNB,dystrobrevin,beta,,,,,,,,,,,
ILMN_1683413,0.011833,1.90E-04,-3.89529479,0.21353,-1.20E-01,NA,,,,,,,,,,,,,,
ILMN_1873090,0.0119228,1.98E-04,-3.88408426,0.21334,-9.60E-02,6504058,,,,,,,,,,,,,,
ILMN_1879496,0.0116412,1.84E-04,-3.90463956,0.20953,-8.40E-02,21753669,LOC100130992,uncharacterized,LOC100130992,,,,,,,,,,,
ILMN_1874229,0.011833,1.95E-04,-3.88861456,0.20876,-1.32E-01,27880282,LINC00604,long,intergenic,non-protein,coding,RNA,604,,,,,,,
ILMN_1844491,0.011833,1.93E-04,-3.89127375,0.20845,-9.12E-02,2968604,,,,,,,,,,,,,,
ILMN_1788347,0.0149476,3.05E-04,-3.75928835,0.20698,-1.63E-01,32307174,CIPC,CLOCK,interacting,pacemaker,,,,,,,,,,
ILMN_1698213,0.0137468,2.63E-04,3.80246188,0.20155,1.64E-01,NA,,,,,,,,,,,,,,
ILMN_2363426,0.0146373,2.96E-04,3.768036,0.20133,2.33E-01,402794166,MAX,MYC,associated,factor,X,,,,,,,,,
ILMN_1781999,0.0148424,3.02E-04,3.76247853,0.20036,1.88E-01,525345259,ABCF2,ATP,binding,cassette,subfamily,F,member,2,,,,,,
ILMN_2134062,0.0149723,3.07E-04,-3.7576447,0.20031,-1.77E-01,224586915,ALKBH3,alkB,homolog,"3,",alpha-ketoglutaratedependent,dioxygenase,,,,,,,,
ILMN_1782501,0.0121848,2.08E-04,-3.87032283,0.19807,-9.83E-02,NA,,,,,,,,,,,,,,
ILMN_1890653,0.0118716,1.96E-04,-3.88703603,0.19806,-9.70E-02,27881303,LOC105376194,uncharacterized,LOC105376194,,,,,,,,,,,
ILMN_1755504,0.0149723,3.07E-04,-3.75773323,0.19718,-1.70E-01,386869298,CALCOCO2,calcium,binding,and,coiled-coil,domain,2,,,,,,,
ILMN_1775373,0.0117896,1.88E-04,3.89870649,0.19207,9.44E-02,32130531,CMTM5,CKLF,like,MARVEL,transmembrane,domain,containing,5,,,,,,
ILMN_1655052,0.0117686,1.87E-04,3.89994479,0.19091,1.19E-01,NA,,,,,,,,,,,,,,
ILMN_1902925,0.0118002,1.89E-04,-3.89773164,0.18897,-9.22E-02,24725464,,,,,,,,,,,,,,
ILMN_1800390,0.0150251,3.10E-04,3.75476767,0.18681,1.70E-01,734520312,ZNF511,zinc,finger,protein,511,,,,,,,,,
ILMN_1753139,0.0128077,2.26E-04,3.84566242,0.18293,2.01E-01,94536865,ZG16B,zymogen,granule,protein,16B,,,,,,,,,
ILMN_1672135,0.0151553,3.14E-04,-3.75122198,0.18174,-2.03E-01,313569855,ZNF615,zinc,finger,protein,615,,,,,,,,,
ILMN_1812795,0.011833,1.91E-04,-3.89466257,0.17917,-8.69E-02,310923091,RUNX1T1,RUNX1,translocation,partner,1,,,,,,,,,
ILMN_1833563,0.011833,1.90E-04,-3.89578235,0.17851,-8.41E-02,24658339,LOC100133461,uncharacterized,LOC100133461,,,,,,,,,,,
ILMN_1651278,0.0150251,3.09E-04,3.75554623,0.17638,1.74E-01,380714674,SNIP1,Smad,nuclear,interacting,protein,1,,,,,,,,
ILMN_1700728,0.0122423,2.09E-04,3.8678404,0.17634,1.20E-01,270265800,KRTCAP3,keratinocyte,associated,protein,3,,,,,,,,,
ILMN_1692429,0.0124838,2.15E-04,3.86006839,0.17498,8.61E-02,74027245,PQBP1,polyglutamine,binding,protein,1,,,,,,,,,
ILMN_2319994,0.0146545,2.97E-04,3.76737602,0.17185,2.00E-01,76496471,RPL3,ribosomal,protein,L3,,,,,,,,,,
ILMN_1679383,0.011833,1.93E-04,3.89166251,0.17147,1.08E-01,210147485,AKIRIN1,akirin,1,,,,,,,,,,,
ILMN_2192385,0.0152414,3.17E-04,-3.7480562,0.17001,-1.82E-01,326439032,TTC19,tetratricopeptide,repeat,domain,19,,,,,,,,,
ILMN_1814808,0.0152231,3.17E-04,3.74877554,0.16849,1.74E-01,228008338,BFAR,bifunctional,apoptosis,regulator,,,,,,,,,,
ILMN_1821127,0.0140786,2.77E-04,-3.78799348,0.16797,-1.61E-01,45366988,,,,,,,,,,,,,,
ILMN_1675460,0.0151455,3.13E-04,3.75169896,0.1653,2.50E-01,NA,,,,,,,,,,,,,,
ILMN_1914857,0.0120447,2.02E-04,3.8776529,0.1612,9.99E-02,18088604,DFNB59,"deafness,",autosomal,recessive,59,,,,,,,,,
ILMN_1904955,0.011833,1.95E-04,-3.88831563,0.16027,-1.18E-01,11601655,,,,,,,,,,,,,,
ILMN_2328378,0.0152414,3.18E-04,3.74727339,0.15976,1.82E-01,532691783,OSBPL3,oxysterol,binding,protein,like,3,,,,,,,,
ILMN_1891477,0.0119228,1.98E-04,-3.88363512,0.15895,-1.04E-01,27880427,,,,,,,,,,,,,,
ILMN_2408450,0.0148716,3.04E-04,3.76105947,0.1568,2.43E-01,995970189,UBA5,ubiquitin,like,modifier,activating,enzyme,5,,,,,,,
ILMN_1666632,0.0153563,3.24E-04,-3.74224902,0.15477,-1.97E-01,574584846,VPS52,"VPS52,",GARP,complex,subunit,,,,,,,,,
ILMN_2290628,0.0152788,3.20E-04,-3.74524229,0.15476,-3.81E-01,289063450,IL16,interleukin,16,,,,,,,,,,,
ILMN_1877487,0.0118856,1.96E-04,-3.88634567,0.15415,-9.04E-02,1777238,,,,,,,,,,,,,,
ILMN_1712257,0.0146373,2.96E-04,-3.76801009,0.15409,-1.39E-01,NA,,,,,,,,,,,,,,
ILMN_1717219,0.015362,3.24E-04,-3.74185889,0.15364,-1.81E-01,81174548,FAM220A,family,with,sequence,similarity,220,member,A,,,,,,
ILMN_2340065,0.0153147,3.22E-04,3.74417495,0.15308,1.97E-01,359279944,UBL5,ubiquitin,like,5,,,,,,,,,,
ILMN_2188333,0.015262,3.20E-04,3.74603176,0.15143,6.87E-01,221554485,CD69,CD69,molecule,,,,,,,,,,,
ILMN_1854472,0.012079,2.03E-04,3.87649441,0.15046,9.01E-02,2050926,,,,,,,,,,,,,,
ILMN_2356632,0.0119228,1.98E-04,3.88327628,0.14978,9.66E-02,342187285,NCK2,NCK,adaptor,protein,2,,,,,,,,,
ILMN_1838310,0.0145015,2.90E-04,-3.77395835,0.14906,-1.27E-01,46930487,,,,,,,,,,,,,,
ILMN_1771238,0.0155,3.28E-04,-3.73812245,0.1435,-1.73E-01,NA,,,,,,,,,,,,,,
ILMN_1723353,0.0152788,3.21E-04,-3.74514208,0.13185,-1.56E-01,961513285,FAM122A,family,with,sequence,similarity,122A,,,,,,,,
ILMN_2390453,0.0153512,3.23E-04,3.74262926,0.1299,2.00E-01,974987469,BCKDHB,branched,chain,keto,acid,dehydrogenase,E1,subunit,beta,,,,,
ILMN_1697189,0.0135634,2.53E-04,-3.81411679,0.12131,-2.79E-01,NA,,,,,,,,,,,,,,
ILMN_1682711,0.0146067,2.95E-04,-3.76973868,0.11779,-1.19E-01,NA,,,,,,,,,,,,,,
ILMN_2309926,0.0150251,3.10E-04,3.75516204,0.11688,2.54E-01,24371240,ZDHHC14,zinc,finger,DHHC-type,containing,14,,,,,,,,
ILMN_1904619,0.0121487,2.06E-04,-3.87314764,0.11392,-8.94E-02,27829351,LOC100506125,uncharacterized,LOC100506125,,,,,,,,,,,
ILMN_1787539,0.0150386,3.11E-04,-3.7540458,0.10715,-2.30E-01,289547606,ZNF177,zinc,finger,protein,177,,,,,,,,,
ILMN_1666417,0.0121487,2.06E-04,-3.87247337,0.10691,-9.78E-02,1004170693,RBMY1A1,RNA,binding,motif,"protein,","Y-linked,",family,"1,",member,A1,,,,
ILMN_2106449,0.0139669,2.72E-04,3.79293632,0.10584,1.32E-01,295844826,PLEKHF2,pleckstrin,homology,and,FYVE,domain,containing,2,,,,,,
ILMN_1749218,0.0159692,3.41E-04,-3.72689178,0.10466,-1.64E-01,307344671,TOPORS,TOP1,binding,arginine/serine,rich,protein,,,,,,,,
ILMN_1696276,0.0160967,3.47E-04,-3.72233511,0.09606,-1.40E-01,289547724,ZNF653,zinc,finger,protein,653,,,,,,,,,
ILMN_1813795,0.0127366,2.22E-04,3.85110118,0.09565,1.14E-01,618857471,RASSF5,Ras,association,domain,family,member,5,,,,,,,
ILMN_1656185,0.0160699,3.44E-04,3.72421695,0.09249,2.23E-01,338797787,DEF8,differentially,expressed,in,FDCP,8,homolog,,,,,,,
ILMN_1807649,0.0152414,3.19E-04,-3.74703811,0.09181,-1.24E-01,196259827,SPOPL,speckle,type,BTB/POZ,protein,like,,,,,,,,
ILMN_1683044,0.0161167,3.48E-04,3.72129576,0.09093,2.57E-01,613410240,PPP1R2,protein,phosphatase,1,regulatory,inhibitor,subunit,2,,,,,,
ILMN_2379967,0.0160063,3.43E-04,3.72565437,0.09031,2.44E-01,751247039,FCAR,Fc,fragment,of,IgA,receptor,,,,,,,,
ILMN_1735347,0.0161167,3.48E-04,-3.72126464,0.09004,-1.49E-01,188035927,MCEE,methylmalonyl-CoA,epimerase,,,,,,,,,,,
ILMN_1683764,0.0122103,2.08E-04,-3.869272,0.0899,-7.35E-02,NA,,,,,,,,,,,,,,
ILMN_1776334,0.0122423,2.09E-04,3.8680758,0.08629,1.25E-01,359751463,UXS1,UDP-glucuronate,decarboxylase,1,,,,,,,,,,
ILMN_1751887,0.0162588,3.52E-04,3.71774185,0.08132,1.50E-01,300116277,PREP,prolyl,endopeptidase,,,,,,,,,,,
ILMN_2253300,0.0153312,3.22E-04,-3.74357583,0.07683,-1.35E-01,573014775,TM9SF1,transmembrane,9,superfamily,member,1,,,,,,,,
ILMN_1905324,0.0148424,3.02E-04,-3.76221356,0.07492,-3.52E-01,27878309,,,,,,,,,,,,,,
ILMN_1683863,0.0124437,2.14E-04,-3.86181537,0.07075,-8.70E-02,NA,,,,,,,,,,,,,,
ILMN_2154654,0.0127942,2.25E-04,3.84779598,0.06893,1.03E-01,520260147,PTP4A1,protein,tyrosine,phosphatase,type,"IVA,",member,1,,,,,,
ILMN_1690473,0.0160762,3.46E-04,3.72298622,0.06512,2.93E-01,340805843,NFKBIB,NFKB,inhibitor,beta,,,,,,,,,,
ILMN_1656879,0.0124838,2.16E-04,-3.85954833,0.06288,-1.08E-01,NA,,,,,,,,,,,,,,
ILMN_1671004,0.0145435,2.92E-04,3.77223113,0.06146,1.92E-01,260099665,POLG2,DNA,polymerase,gamma,"2,",accessory,subunit,,,,,,,
ILMN_2133936,0.0140473,2.75E-04,3.78976136,0.06111,1.59E-01,972775988,ZFP1,ZFP1,zinc,finger,protein,,,,,,,,,
ILMN_1655765,0.0162965,3.54E-04,3.71620333,0.06074,2.56E-01,525459417,MRPS21,mitochondrial,ribosomal,protein,S21,,,,,,,,,
ILMN_1793349,0.012764,2.23E-04,3.84999448,0.05957,1.24E-01,348041368,MOB1B,MOB,kinase,activator,1B,,,,,,,,,
ILMN_1738909,0.0135058,2.50E-04,3.81672673,0.05781,1.30E-01,291084622,TROVE2,TROVE,domain,family,member,2,,,,,,,,
ILMN_1833941,0.0140786,2.76E-04,-3.78875543,0.05765,-1.47E-01,32220541,,,,,,,,,,,,,,
ILMN_1733390,0.0164338,3.61E-04,3.71049581,0.0549,2.11E-01,518832199,LARP1B,La,ribonucleoprotein,domain,family,member,1B,,,,,,,
ILMN_1738656,0.016517,3.64E-04,3.7079131,0.04985,2.32E-01,217330597,GLOD4,glyoxalase,domain,containing,4,,,,,,,,,
ILMN_1741591,0.0128389,2.28E-04,-3.84314412,0.04968,-1.01E-01,NA,,,,,,,,,,,,,,
ILMN_1807304,0.0164338,3.60E-04,3.71118139,0.04691,2.23E-01,46411165,MBNL1,muscleblind,like,splicing,regulator,1,,,,,,,,
ILMN_1894480,0.0131226,2.39E-04,-3.83001527,0.04605,-1.01E-01,24040446,,,,,,,,,,,,,,
ILMN_1655490,0.0126105,2.18E-04,-3.85597139,0.04292,-8.48E-02,NA,,,,,,,,,,,,,,
ILMN_1669233,0.0139921,2.73E-04,3.79180851,0.04254,1.39E-01,NA,,,,,,,,,,,,,,
ILMN_1832406,0.0138455,2.68E-04,-3.79759519,0.04252,-1.24E-01,18984869,,,,,,,,,,,,,,
ILMN_1781373,0.0166115,3.68E-04,3.70462327,0.04003,2.37E-01,395393979,IFIH1,interferon,induced,with,helicase,C,domain,1,,,,,,
ILMN_1741017,0.0162965,3.54E-04,-3.71595909,0.0359,-1.87E-01,NA,,,,,,,,,,,,,,
ILMN_1839003,0.0128077,2.26E-04,-3.8455857,0.03502,-1.08E-01,39890147,,,,,,,,,,,,,,
ILMN_1755909,0.0165689,3.66E-04,-3.70617818,0.0348,-1.91E-01,40804466,GID8,GID,complex,subunit,8,homolog,,,,,,,,
ILMN_1739235,0.012764,2.24E-04,3.8489535,0.03185,1.01E-01,226053675,OMG,oligodendrocyte,myelin,glycoprotein,,,,,,,,,,
ILMN_1769027,0.0164338,3.61E-04,3.71079482,0.03115,2.17E-01,84798623,CDC42SE1,CDC42,small,effector,1,,,,,,,,,
ILMN_2289623,0.0132794,2.44E-04,-3.82400585,0.02941,-1.23E-01,122937278,TTC36,tetratricopeptide,repeat,domain,36,,,,,,,,,
ILMN_1759488,0.0128077,2.26E-04,3.84643705,0.02279,9.17E-02,NA,,,,,,,,,,,,,,
ILMN_1784467,0.0168259,3.78E-04,3.69734564,0.0215,2.78E-01,523498705,NUP210,nucleoporin,210,,,,,,,,,,,
ILMN_1868908,0.0131226,2.39E-04,-3.83027183,0.02134,-9.09E-02,27844925,,,,,,,,,,,,,,
ILMN_1777318,0.0166115,3.69E-04,3.70408995,0.02104,1.80E-01,966209704,C9orf64,chromosome,9,open,reading,frame,64,,,,,,,
ILMN_1896025,0.0128077,2.25E-04,-3.84678577,0.01985,-9.08E-02,23678131,,,,,,,,,,,,,,
ILMN_1894780,0.0131411,2.40E-04,-3.82845005,0.01937,-1.05E-01,869021,,,,,,,,,,,,,,
ILMN_1719202,0.0142802,2.83E-04,3.78109397,0.01916,1.44E-01,197382823,ZNF174,zinc,finger,protein,174,,,,,,,,,
ILMN_1755134,0.0136325,2.55E-04,3.81107419,0.01859,1.20E-01,NA,,,,,,,,,,,,,,
ILMN_1858924,0.0128389,2.28E-04,-3.84353018,0.01806,-1.12E-01,19390477,,,,,,,,,,,,,,
ILMN_1854873,0.0128389,2.28E-04,-3.84328878,0.01772,-1.31E-01,27830123,,,,,,,,,,,,,,
ILMN_2174394,0.0167899,3.75E-04,-3.69931675,0.01514,-1.54E-01,170763478,MMS19,MMS19,"homolog,",cytosolic,iron-sulfur,assembly,component,,,,,,,
ILMN_1715482,0.0131113,2.36E-04,3.8331357,0.01508,1.15E-01,217330556,ULK2,unc-51,like,autophagy,activating,kinase,2,,,,,,,
ILMN_1789018,0.0132263,2.43E-04,3.82550035,0.01346,1.27E-01,212549551,ILF3,interleukin,enhancer,binding,factor,3,,,,,,,,
ILMN_1704961,0.0166141,3.70E-04,3.70294363,0.01334,3.50E-01,316659407,ACTG1,actin,gamma,1,,,,,,,,,,
ILMN_1667452,0.0128077,2.27E-04,3.84516384,0.0125,9.04E-02,NA,,,,,,,,,,,,,,
ILMN_1916373,0.0129508,2.32E-04,-3.83831672,0.01221,-9.12E-02,6990105,,,,,,,,,,,,,,
ILMN_1828179,0.0131226,2.39E-04,-3.83038554,0.01188,-7.95E-02,23025925,,,,,,,,,,,,,,
ILMN_1653704,0.0130581,2.35E-04,-3.83467647,0.01171,-1.22E-01,10834979,IL9,interleukin,9,,,,,,,,,,,
ILMN_1916352,0.0160749,3.45E-04,3.72339651,0.00978,1.67E-01,4174854,,,,,,,,,,,,,,
ILMN_1862170,0.0131271,2.39E-04,-3.82959329,0.00869,-9.83E-02,12347407,,,,,,,,,,,,,,
ILMN_2195236,0.0168166,3.76E-04,-3.69857522,0.00808,-1.59E-01,291621646,PGRMC2,progesterone,receptor,membrane,component,2,,,,,,,,
ILMN_1716596,0.0169279,3.81E-04,-3.69481134,0.0066,-1.63E-01,221554488,NSMAF,neutral,sphingomyelinase,activation,associated,factor,,,,,,,,
ILMN_1737561,0.0169443,3.83E-04,-3.69288292,0.00394,-2.75E-01,510025458,N4BP2L2,NEDD4,binding,protein,2,like,2,,,,,,,
ILMN_1679631,0.0128846,2.30E-04,-3.8411353,0.00191,-8.97E-02,NA,,,,,,,,,,,,,,
ILMN_1661004,0.0129536,2.33E-04,3.837349,0.0018,8.71E-02,574584860,LINC00905,long,intergenic,non-protein,coding,RNA,905,,,,,,,
ILMN_1702265,0.0169279,3.82E-04,3.693708,-0.00241,2.14E-01,116014329,HDHD2,haloacid,dehalogenase,like,hydrolase,domain,containing,2,,,,,,
ILMN_1653980,0.0137014,2.58E-04,3.80804778,-0.00444,9.63E-02,1007379598,METTL8,methyltransferase,like,8,,,,,,,,,,
ILMN_1701681,0.0171425,3.91E-04,3.68701654,-0.00884,5.07E-01,808154212,SEC11C,SEC11,homolog,"C,",signal,peptidase,complex,subunit,,,,,,
ILMN_1796677,0.0129508,2.32E-04,3.8384831,-0.01188,8.85E-02,663429582,RASGEF1B,RasGEF,domain,family,member,1B,,,,,,,,
ILMN_1859946,0.0169751,3.84E-04,-3.69208431,-0.0123,-1.73E-01,6807682,UHMK1,U2AF,homology,motif,(UHM),kinase,1,,,,,,,
ILMN_1905290,0.0129508,2.32E-04,-3.83802638,-0.01247,-7.38E-02,24472291,,,,,,,,,,,,,,
ILMN_1658207,0.0133002,2.46E-04,3.82229896,-0.01264,1.14E-01,NA,,,,,,,,,,,,,,
ILMN_1899709,0.0131278,2.40E-04,-3.82925672,-0.01271,-1.06E-01,3840635,,,,,,,,,,,,,,
ILMN_1733110,0.0171425,3.91E-04,-3.68686278,-0.01888,-2.32E-01,221218992,RASSF7,Ras,association,domain,family,member,7,,,,,,,
ILMN_1705364,0.0171795,3.94E-04,-3.6851273,-0.02059,-1.53E-01,149158694,BAG6,BCL2,associated,athanogene,6,,,,,,,,,
ILMN_1659888,0.0171425,3.92E-04,-3.68614442,-0.02341,-2.89E-01,62122941,PPP1R14B,protein,phosphatase,1,regulatory,inhibitor,subunit,14B,,,,,,
ILMN_1655170,0.0131226,2.38E-04,-3.83120585,-0.02642,-8.61E-02,NA,,,,,,,,,,,,,,
ILMN_1834426,0.0131113,2.37E-04,-3.8325069,-0.02988,-1.05E-01,27881336,,,,,,,,,,,,,,
ILMN_1686410,0.0135634,2.52E-04,-3.81433077,-0.04164,-9.63E-02,NA,,,,,,,,,,,,,,
ILMN_1664025,0.0146067,2.94E-04,3.77003234,-0.04711,1.33E-01,115511034,PXMP4,peroxisomal,membrane,protein,4,,,,,,,,,
ILMN_1882938,0.0135679,2.54E-04,-3.81307314,-0.04736,-1.08E-01,NA,,,,,,,,,,,,,,
ILMN_1825880,0.0172145,3.95E-04,-3.68412778,-0.04857,-2.14E-01,24038903,,,,,,,,,,,,,,
ILMN_2318643,0.0177083,4.13E-04,-3.67123748,-0.05552,-2.28E-01,522838230,TGIF1,TGFB,induced,factor,homeobox,1,,,,,,,,
ILMN_1682463,0.0162786,3.53E-04,-3.71683206,-0.05588,-1.51E-01,NA,,,,,,,,,,,,,,
ILMN_1901009,0.0163837,3.57E-04,-3.71350333,-0.05959,-1.72E-01,46959431,,,,,,,,,,,,,,
ILMN_1756102,0.0155033,3.29E-04,-3.73777869,-0.06431,-1.17E-01,531034742,RFX3,regulatory,factor,X3,,,,,,,,,,
ILMN_1712972,0.0139007,2.69E-04,-3.79613994,-0.06637,-1.09E-01,214830496,CPNE7,copine,7,,,,,,,,,,,
ILMN_1771291,0.0137468,2.60E-04,-3.80543729,-0.07195,-8.88E-02,NA,,,,,,,,,,,,,,
ILMN_1739770,0.0180329,4.22E-04,-3.66458539,-0.07599,-1.42E-01,155030186,MED7,mediator,complex,subunit,7,,,,,,,,,
ILMN_1803673,0.0163837,3.58E-04,-3.71322948,-0.07634,-1.71E-01,603843855,MISP3,MISP,family,member,3,,,,,,,,,
ILMN_1774229,0.0135679,2.53E-04,-3.81346306,-0.07652,-1.12E-01,110347452,SLC7A4,solute,carrier,family,7,member,4,,,,,,,
ILMN_1888740,0.0137127,2.59E-04,-3.80749683,-0.07744,-1.06E-01,13725019,LINC01495,long,intergenic,non-protein,coding,RNA,1495,,,,,,,
ILMN_2352042,0.017243,3.96E-04,3.68299127,-0.07792,2.28E-01,22547137,MRPL4,mitochondrial,ribosomal,protein,L4,,,,,,,,,
ILMN_1716434,0.0135058,2.50E-04,-3.81721163,-0.08077,-9.08E-02,NA,,,,,,,,,,,,,,
ILMN_1696015,0.0137721,2.65E-04,-3.80070148,-0.08195,-8.84E-02,NA,,,,,,,,,,,,,,
ILMN_1665065,0.0173216,4.00E-04,3.68005484,-0.0831,2.19E-01,1016470333,SERINC3,serine,incorporator,3,,,,,,,,,,
ILMN_1894878,0.0135494,2.52E-04,-3.81504851,-0.08317,-8.85E-02,30756224,,,,,,,,,,,,,,
ILMN_1702683,0.0169279,3.82E-04,3.69370001,-0.08489,1.72E-01,300360494,SLC33A1,solute,carrier,family,33,member,1,,,,,,,
ILMN_1669805,0.0137468,2.63E-04,-3.80256305,-0.08592,-8.62E-02,300797365,C1orf87,chromosome,1,open,reading,frame,87,,,,,,,
ILMN_2107933,0.017467,4.06E-04,-3.67606003,-0.08615,-2.28E-01,612407810,ZNF285,zinc,finger,protein,285,,,,,,,,,
ILMN_1744835,0.0183161,4.31E-04,3.65843643,-0.09658,2.85E-01,NA,,,,,,,,,,,,,,
ILMN_1863962,0.0137715,2.64E-04,3.80129231,-0.09863,8.57E-02,27839753,,,,,,,,,,,,,,
ILMN_2380660,0.0136851,2.57E-04,3.80901917,-0.10111,7.52E-02,90669304,CCNB3,cyclin,B3,,,,,,,,,,,
ILMN_1661715,0.0139219,2.70E-04,-3.79538554,-0.10237,-8.76E-02,NA,,,,,,,,,,,,,,
ILMN_1678280,0.0140786,2.77E-04,-3.78790978,-0.10484,-1.16E-01,NA,,,,,,,,,,,,,,
ILMN_1749253,0.0180427,4.23E-04,3.664166,-0.10663,2.54E-01,302191698,TUBD1,tubulin,delta,1,,,,,,,,,,
ILMN_1737406,0.0184935,4.38E-04,3.65379031,-0.10821,3.66E-01,NA,,,,,,,,,,,,,,
ILMN_1728224,0.0185315,4.39E-04,-3.65287151,-0.1106,-1.65E-01,33286445,OGFR,opioid,growth,factor,receptor,,,,,,,,,
ILMN_1687971,0.0183637,4.33E-04,-3.65689832,-0.11141,-2.66E-01,27765081,CAPN3,calpain,3,,,,,,,,,,,
ILMN_1661432,0.0184365,4.36E-04,-3.65512477,-0.11413,-2.48E-01,NA,,,,,,,,,,,,,,
ILMN_1743643,0.0185315,4.39E-04,-3.65256178,-0.11594,-2.02E-01,98961132,ZXDC,ZXD,family,zinc,finger,C,,,,,,,,
ILMN_1669302,0.0137468,2.61E-04,-3.8045488,-0.11897,-8.29E-02,NA,,,,,,,,,,,,,,
ILMN_2189614,0.0172145,3.95E-04,3.68392904,-0.11904,1.34E-01,256222429,ANKRD36B,ankyrin,repeat,domain,36B,,,,,,,,,
ILMN_1740048,0.0137468,2.63E-04,-3.80211835,-0.12503,-1.01E-01,77695919,MYOD1,myogenic,differentiation,1,,,,,,,,,,
ILMN_1829824,0.0137468,2.61E-04,-3.80428508,-0.12574,-8.54E-02,13665193,,,,,,,,,,,,,,
ILMN_1703158,0.0150251,3.10E-04,3.75470252,-0.12596,1.43E-01,385251383,SFI1,SFI1,centrin,binding,protein,,,,,,,,,
ILMN_1665210,0.0137468,2.63E-04,3.80241658,-0.12659,1.15E-01,NA,,,,,,,,,,,,,,
ILMN_1898374,0.0139996,2.73E-04,-3.79135134,-0.13073,-8.35E-02,5393091,,,,,,,,,,,,,,
ILMN_1690922,0.0137721,2.65E-04,3.80035631,-0.13229,1.16E-01,112363079,MAST2,microtubule,associated,serine/threonine,kinase,2,,,,,,,,
ILMN_1764207,0.0187378,4.49E-04,-3.64608915,-0.13713,-1.58E-01,742670572,RPRD1A,regulation,of,nuclear,pre-mRNA,domain,containing,1A,,,,,,
ILMN_1794122,0.0149544,3.06E-04,3.75886472,-0.13726,1.51E-01,188528632,ZNF79,zinc,finger,protein,79,,,,,,,,,
ILMN_1777444,0.0173303,4.01E-04,3.67932268,-0.14148,1.39E-01,347658917,STX5,syntaxin,5,,,,,,,,,,,
ILMN_1735453,0.0189174,4.57E-04,3.64126549,-0.14343,2.94E-01,751868083,FAM98A,family,with,sequence,similarity,98,member,A,,,,,,
ILMN_1658290,0.0189893,4.60E-04,-3.63911581,-0.14973,-2.71E-01,971825949,METTL22,methyltransferase,like,22,,,,,,,,,,
ILMN_1898322,0.0139921,2.73E-04,-3.79182756,-0.15084,-8.83E-02,2993103,,,,,,,,,,,,,,
ILMN_1816382,0.0142952,2.84E-04,-3.78049014,-0.15208,-1.03E-01,22285825,,,,,,,,,,,,,,
ILMN_1688569,0.0141942,2.80E-04,-3.78433983,-0.15502,-9.03E-02,NA,,,,,,,,,,,,,,
ILMN_2306565,0.0191125,4.64E-04,3.6364465,-0.15951,2.13E-01,240848542,MTX2,metaxin,2,,,,,,,,,,,
ILMN_2103107,0.0191094,4.63E-04,-3.63693327,-0.16415,-9.73E-01,223718684,ADAMDEC1,ADAM,like,decysin,1,,,,,,,,,
ILMN_1863261,0.0142598,2.82E-04,-3.78210611,-0.16936,-1.03E-01,6656853,,,,,,,,,,,,,,
ILMN_1750051,0.0191987,4.67E-04,-3.63461148,-0.17068,-1.83E-01,124244055,AMER1,APC,membrane,recruitment,protein,1,,,,,,,,
ILMN_1724391,0.0150251,3.10E-04,3.7545959,-0.17321,1.04E-01,NA,,,,,,,,,,,,,,
